mfcc,chroma_stft,chroma_cqt,chroma_vqt,melspectrogram
-17.86282,0.42436567,0.47787383,0.48146304,0.44847056
-16.904942,0.3986533,0.46641663,0.47187647,1.1952093
-17.502304,0.35762763,0.42945758,0.43352842,1.7462447
-17.973326,0.35598364,0.39498353,0.3954457,1.0583878
-18.590952,0.41955003,0.48392272,0.48463723,0.53026265
-17.460217,0.39794672,0.4395827,0.43877372,0.6769227
-17.513203,0.4030945,0.49023214,0.49273932,0.74031687
-17.997276,0.37129,0.42791924,0.43108925,0.72833574
-17.688702,0.36498734,0.4791511,0.4781181,1.5099797
-19.372175,0.3803581,0.4138372,0.41667852,0.90830654
-18.680237,0.4615902,0.50282073,0.50233346,0.7389751
-16.886257,0.36607814,0.42666766,0.42651358,1.4000084
-18.6525,0.34186924,0.39655527,0.39440727,1.533833
-17.534216,0.42662528,0.43408278,0.43943617,0.54481137
-17.464825,0.34129116,0.43516585,0.4399872,0.4958046
-18.064537,0.4126738,0.44953385,0.45400771,0.5670403
-16.840733,0.37079296,0.4485805,0.44883004,1.0596852
-17.353926,0.3923062,0.47425807,0.477156,0.7912468
-17.863684,0.3670745,0.46077064,0.45654544,0.93848026
-18.91066,0.3591241,0.40801784,0.41323945,0.7195649
-17.443346,0.384245,0.4257482,0.42962745,1.6538296
-18.922861,0.4348307,0.4860367,0.4883242,0.34130043
-17.230492,0.36476576,0.45375642,0.45892754,0.4851074
-17.34877,0.37796572,0.41303763,0.41828072,1.0324341
-17.292246,0.3566146,0.4299827,0.43537474,1.0808709
-17.429459,0.36886254,0.41721082,0.41923425,1.0730895
-17.497875,0.39426157,0.48049894,0.47827855,1.2615876
-18.882294,0.4172455,0.43361256,0.4390432,1.123687
-17.580967,0.37981865,0.46536198,0.46235022,0.5461818
-18.435278,0.34571198,0.4008977,0.39804295,1.3730389
-17.892944,0.34734252,0.42757,0.42710856,1.4695516
-18.996515,0.39207008,0.45298612,0.45493197,1.4425454
-18.033274,0.4076614,0.4222468,0.41688016,1.8950584
-18.195158,0.38036105,0.45815173,0.4527568,1.32921
-18.141619,0.41080236,0.45749334,0.45753384,0.64317465
-17.88094,0.38581577,0.45103216,0.4597361,1.3533082
-17.712643,0.369972,0.42528233,0.43101028,0.9621024
-17.732964,0.40616357,0.46262217,0.46461868,0.65985364
-16.889513,0.43993607,0.48969615,0.48549318,0.69657195
-17.959332,0.36248696,0.4248887,0.41903988,0.5841488
-17.297527,0.36314502,0.4259933,0.42851213,1.6803133
-17.05782,0.3825401,0.45776865,0.4586952,0.953475
-17.445845,0.37024912,0.42811647,0.42564896,1.1080904
-17.973953,0.40996495,0.48175895,0.4815682,0.51927865
-18.641043,0.45130965,0.43803236,0.44549343,0.427602
-16.839058,0.40506497,0.46077755,0.465572,1.1961701
-17.729763,0.31980628,0.39272308,0.39413902,1.1887301
-17.544079,0.37272787,0.44842136,0.44825697,0.6699879
-18.546322,0.45810035,0.5101206,0.5130008,0.36351544
-17.671436,0.35512266,0.3919762,0.3901637,1.2159283
-17.723385,0.44212183,0.50714564,0.50736696,0.88050574
-18.04817,0.3436751,0.41446516,0.41643867,2.0323906
-17.68803,0.36730298,0.4626038,0.46129897,0.8265624
-18.986475,0.36577153,0.38629004,0.3890462,1.460088
-17.072767,0.3870368,0.4441298,0.44666097,0.7063497
-17.719227,0.39539555,0.4633138,0.45972908,0.35234123
-17.35402,0.42825043,0.47227237,0.47517136,0.49743074
-16.869518,0.38486135,0.45643035,0.45659068,1.2095015
-17.407269,0.40470132,0.4600767,0.46441102,0.8176913
-17.954441,0.35950026,0.427526,0.4261893,1.0203629
-17.141531,0.37796822,0.44403872,0.45225254,1.0825889
-17.923302,0.40181732,0.46864426,0.4700623,0.27865928
-16.638021,0.4043995,0.48349333,0.48452064,0.68326443
-19.050224,0.38609824,0.4488285,0.44730031,1.5149169
-16.961151,0.35829642,0.4228387,0.4273901,1.0024843
-18.911098,0.39405033,0.4335737,0.43714717,1.4367595
-17.66429,0.4027668,0.46283484,0.46244946,1.0237352
-17.721954,0.34033182,0.41381368,0.4186605,0.53290534
-17.330177,0.38253656,0.45137239,0.4532801,1.2108116
-17.155663,0.35773408,0.42851493,0.42953205,1.8135192
-17.269539,0.3395768,0.41612706,0.41926822,1.3914024
-17.794712,0.36589697,0.43171373,0.4333032,0.8139426
-17.665354,0.40853047,0.44501662,0.45432043,0.84713423
-18.926647,0.38812456,0.4272507,0.43230066,0.46545535
-17.895292,0.40299895,0.47711882,0.47790062,0.71676856
-18.665884,0.44075966,0.45645213,0.46112823,0.84692454
-18.784534,0.38334918,0.41345784,0.41152728,1.2805266
-17.612337,0.3430866,0.41156292,0.414421,1.123977
-18.076916,0.4174353,0.46597788,0.46818468,1.0482552
-16.848518,0.41222382,0.45575413,0.45841932,1.0891565
-17.98271,0.35255864,0.42468786,0.4309888,0.6033552
-17.880125,0.35263577,0.4218566,0.4248657,1.2796571
-18.98772,0.38461164,0.41141465,0.4132386,1.1776274
-18.16155,0.35865,0.412138,0.4166186,1.3193281
-17.252129,0.39652872,0.46498933,0.46182367,1.1763448
-17.8699,0.38939402,0.45905474,0.46032286,1.2888584
-17.215616,0.3808446,0.44014362,0.43992576,0.8621526
-18.028404,0.35758403,0.43310094,0.43327287,0.64581007
-19.045618,0.4077207,0.4324484,0.43006328,1.7227463
-18.425272,0.3288794,0.38357905,0.38452736,2.842508
-16.802567,0.4078636,0.4683105,0.47147897,0.72282064
-17.774221,0.3563894,0.42880806,0.43367139,0.50268686
-19.103533,0.39980075,0.46229097,0.46193197,0.42084914
-17.8774,0.36924866,0.4143559,0.41583788,1.8459573
-18.03223,0.36335424,0.4064503,0.4064257,1.0253863
-17.378672,0.39459088,0.43484125,0.44087312,0.8766898
-17.020933,0.35404488,0.4542891,0.45652297,1.1943519
-18.908985,0.42574802,0.46800444,0.46220088,1.0917997
-17.571964,0.3920529,0.4528763,0.46235323,1.289981
-18.026188,0.40541086,0.4862258,0.48208854,0.8086538
-17.685566,0.37775037,0.4118686,0.4162755,2.2654386
-18.051846,0.37270644,0.4403493,0.44059622,1.0263321
-17.196133,0.3476399,0.4136367,0.4104023,0.61647224
-17.976343,0.43343458,0.45403674,0.45097792,1.250921
-18.587112,0.36339486,0.42579174,0.42967334,1.9602091
-16.825886,0.42768982,0.46808553,0.4688569,1.2407104
-18.728994,0.3798449,0.4720331,0.4739087,0.85660005
-16.568636,0.362263,0.42676032,0.43096936,1.1106391
-18.556,0.4167621,0.44781902,0.442915,0.77599514
-16.578821,0.39821553,0.46395513,0.4675293,1.7028735
-16.727636,0.3678075,0.43800738,0.44308412,1.0401295
-17.66497,0.3944441,0.46561107,0.47082174,0.37296218
-17.683239,0.36603943,0.41303062,0.41498458,1.4296186
-19.197788,0.38495025,0.40632018,0.4048662,1.0247715
-17.80788,0.4185575,0.47992358,0.48396662,0.21867523
-17.540354,0.42655006,0.5024114,0.5052912,0.5687341
-19.7345,0.40921414,0.4600784,0.46059608,0.31710863
-18.188356,0.3559642,0.43571937,0.43900037,1.7817442
-17.51527,0.36776993,0.43365315,0.43796778,1.2774596
-18.049381,0.41074994,0.49139276,0.4886346,0.635658
-16.2789,0.36634198,0.4601914,0.46312177,1.1635542
-17.741917,0.37401202,0.43201387,0.4324427,0.66325015
-17.72093,0.37945005,0.41010788,0.4108702,1.0530583
-17.666134,0.3667796,0.4265503,0.4323387,0.6330867
-18.358145,0.40412614,0.41393247,0.42144823,0.80808556
-18.142746,0.41251692,0.46025527,0.45995864,0.5389923
-17.919521,0.38474903,0.46907994,0.46954826,0.5028986
-17.149223,0.4001819,0.4448674,0.44678393,1.115
-18.268787,0.41332188,0.50593907,0.5031966,0.39943558
-16.97076,0.39379635,0.50202835,0.50217503,0.9827095
-19.113123,0.35771134,0.41498303,0.4183631,1.9356499
-17.24445,0.42158553,0.4642115,0.4614333,1.2203057
-20.832754,0.3516458,0.37233138,0.36492598,0.19205923
-18.327229,0.37248436,0.44111133,0.44067904,1.1342435
-17.735554,0.38695595,0.44836035,0.45654938,0.7021533
-18.76226,0.38312125,0.46828565,0.46775845,0.33599615
-17.241581,0.4126573,0.44435894,0.44947693,0.73158085
-18.260199,0.35400045,0.416103,0.42060268,0.96106243
-18.813005,0.42581794,0.43341127,0.4421195,0.826826
-16.836946,0.37276712,0.43003216,0.4345621,1.3729905
-17.31802,0.3601341,0.4183403,0.41892156,1.1916116
-17.29751,0.40442064,0.4398658,0.4451182,1.0592847
-17.229918,0.41273573,0.4317641,0.43765736,0.97256505
-17.024296,0.38091376,0.45387948,0.45489788,0.6953289
-18.509504,0.41914192,0.47582957,0.47905433,0.2174783
-18.07682,0.4165984,0.47700992,0.47938278,0.7463864
-17.546522,0.4128364,0.48369387,0.47998014,0.6300067
-17.462822,0.4351666,0.5359897,0.53741235,0.37463754
-17.276714,0.46169934,0.49689725,0.49742076,0.5004853
-18.896395,0.3737329,0.42565438,0.42648745,0.55760115
-18.534786,0.39387798,0.46564296,0.4679174,0.72860134
-19.290474,0.48294988,0.5025207,0.50409836,0.46330303
-17.47734,0.3731486,0.4584216,0.46419278,0.602221
-18.358614,0.42383897,0.44317183,0.4373603,1.066333
-18.675026,0.34592092,0.39085826,0.39193866,0.90596336
-18.348225,0.40066442,0.47497323,0.48016453,1.9583089
-17.957952,0.41260874,0.4411455,0.44468585,0.73545265
-17.99068,0.45745066,0.49756715,0.5024341,0.28526598
-18.435558,0.39000905,0.41458,0.42122725,0.96549356
-17.544489,0.3542014,0.42938253,0.4316112,0.87749124
-18.23042,0.3945539,0.43046418,0.4365506,0.520875
-17.765022,0.3444817,0.40003827,0.398024,1.39186
-17.14515,0.40028575,0.46327057,0.45979396,0.605027
-17.71256,0.35864374,0.41309774,0.40998605,1.2943909
-17.960993,0.443361,0.49246058,0.489992,0.32895127
-18.698322,0.32953435,0.3768226,0.37711343,1.532393
-17.427504,0.3921114,0.47407174,0.48070136,0.73829556
-17.27397,0.41374394,0.4941721,0.49568942,0.5125242
-17.846622,0.42327878,0.48568273,0.4887433,0.7634685
-17.836481,0.36984184,0.4185584,0.41877636,0.6595175
-18.409328,0.34574583,0.38744202,0.39075783,1.441066
-19.290123,0.42015198,0.4430804,0.44518295,1.0174416
-17.906536,0.42500392,0.47160864,0.4706421,1.098176
-17.824078,0.40059283,0.43292594,0.43174824,1.2417141
-17.653502,0.37965217,0.4298797,0.43113604,0.7984681
-16.430756,0.3379117,0.41048062,0.41483578,1.3679498
-17.157871,0.3540124,0.42513466,0.423882,1.0512652
-18.166096,0.44217324,0.47267818,0.4787118,0.4522835
-17.972935,0.35781112,0.41429558,0.41458008,0.4970672
-17.480862,0.37768745,0.46515408,0.46255973,0.3397056
-16.93164,0.36019155,0.45431888,0.45999515,1.5143819
-18.903301,0.39458206,0.47578147,0.48398313,0.33131427
-16.805443,0.3946593,0.4451767,0.4461626,0.95923644
-17.755558,0.372502,0.45502457,0.4553506,0.47066066
-17.545887,0.36899766,0.4344375,0.43861568,0.98813736
-17.191418,0.3936683,0.42815006,0.43087158,1.263419
-18.496239,0.3988596,0.40704143,0.4078693,0.54488343
-17.76848,0.4009252,0.46508706,0.46667647,1.0754335
-17.072489,0.3934809,0.510186,0.5118947,1.0215275
-18.278496,0.37723264,0.4519296,0.4594328,0.37876523
-18.279154,0.37031686,0.42399177,0.42636025,0.47616565
-17.327234,0.3775101,0.46190533,0.46514046,1.0389664
-18.198887,0.4253424,0.4877986,0.49286166,0.18191364
-18.974588,0.36594084,0.45902142,0.45709488,0.6326692
-17.359673,0.40319976,0.47414705,0.4784321,0.3799749
-18.16552,0.38816774,0.42791763,0.43273818,1.2109096
-18.005358,0.40660167,0.47862557,0.48730016,0.7043599
-16.906973,0.34256658,0.41137573,0.41046154,2.6241558
-17.756699,0.42161274,0.46593538,0.46398044,1.3985803
-19.674864,0.36812523,0.3557346,0.3579719,1.0903399
-18.865738,0.39841422,0.43552735,0.43829235,0.6808071
-19.532347,0.41698405,0.45410046,0.4471151,0.7363815
-17.473526,0.3694577,0.43179548,0.43528715,1.0431339
-19.22984,0.39890686,0.44588447,0.45728755,0.8685275
-18.285168,0.39838263,0.45589378,0.45871624,0.80208385
-18.109503,0.38099626,0.45361307,0.44908082,1.8124282
-18.639658,0.48815134,0.4905707,0.49193677,0.38267213
-17.414406,0.3598839,0.44939676,0.44460735,1.2294483
-16.738056,0.3715389,0.40396866,0.4034963,1.746385
-18.289722,0.4031858,0.41520035,0.41275844,1.2961822
-18.862175,0.45350218,0.46699283,0.466876,0.38514844
-18.197504,0.38850352,0.48423544,0.48434946,0.46196947
-17.114227,0.3793857,0.4636644,0.46055254,1.1144655
-19.060278,0.3718865,0.4086366,0.40756318,1.174109
-17.970594,0.40568337,0.46034876,0.4621074,0.44497207
-18.241114,0.3450303,0.41592428,0.4188604,1.0233715
-17.859661,0.36427388,0.44271842,0.44367543,0.6308408
-16.904037,0.38160196,0.4384443,0.44297716,0.9949312
-17.329273,0.3648555,0.4358406,0.43000332,1.1282862
-17.1564,0.35429075,0.4230559,0.42466843,1.4729801
-17.527126,0.42022368,0.42172667,0.42755023,1.7461874
-17.962994,0.42861685,0.47941676,0.48231468,0.6908426
-16.58363,0.41306794,0.46280026,0.46886954,0.89541173
-18.545675,0.38487697,0.41169283,0.41420493,1.6335181
-17.386442,0.39290679,0.46960607,0.47087887,0.8418521
-17.545368,0.3845996,0.47223768,0.47467825,1.4031965
-18.460321,0.40908226,0.48072553,0.48100424,0.39738807
-18.260826,0.36153832,0.37450418,0.37972918,2.159493
-17.731258,0.40861377,0.49401298,0.49182335,0.7012475
-18.035759,0.4223926,0.4930862,0.4953073,0.7592531
-18.83359,0.4200469,0.48017517,0.48178157,0.60826576
-19.560122,0.3913193,0.42431828,0.42804015,0.7844078
-18.67075,0.4000256,0.4481496,0.45131552,2.163106
-19.204912,0.38624215,0.43502983,0.4320755,0.82408035
-18.534609,0.36368906,0.4772295,0.47760332,0.5104175
-17.615917,0.45009425,0.46504566,0.46325135,1.073423
-17.145977,0.40940425,0.5285385,0.5269591,0.37241268
-19.007404,0.38967153,0.42617702,0.4203271,1.2084911
-17.97935,0.37085757,0.44791546,0.44993117,0.57289445
-17.76084,0.38532862,0.47959757,0.48004603,1.222409
-18.66934,0.38394722,0.38882974,0.39068475,0.88201725
-17.844559,0.39643773,0.42561793,0.42753068,1.4274197
-18.00664,0.4263911,0.5001001,0.49802783,0.31997913
-17.18641,0.46076813,0.50063294,0.5058366,0.84445643
-17.989002,0.382774,0.4067397,0.40919086,0.38632977
-17.302954,0.40440488,0.4801775,0.48164034,0.8491468
-18.344057,0.424855,0.462365,0.46017894,0.8837782
-18.840242,0.39095327,0.44561026,0.44819844,0.91168606
-20.53739,0.43715551,0.41963837,0.4130726,0.35548562
-19.602425,0.34324613,0.40185526,0.40529263,0.90688235
-17.622746,0.37096107,0.43475094,0.4389561,1.1133726
-18.328503,0.44186047,0.46815416,0.46967474,0.13407917
-17.39073,0.375064,0.4389559,0.44255888,0.7246166
-17.448446,0.43186077,0.49268734,0.48991182,0.5186958
-17.239178,0.40671405,0.47860846,0.47750008,0.37310362
-17.832088,0.4127625,0.4695215,0.47408092,0.4083335
-17.524942,0.37729618,0.43822646,0.44252,0.75115114
-17.433508,0.36925113,0.4341493,0.43350157,0.783795
-17.119152,0.4155996,0.46842217,0.469838,0.82179534
-17.66706,0.40691558,0.45908728,0.46503338,0.91090506
-18.45299,0.42918006,0.47989038,0.47492763,0.47165284
-17.221016,0.39648294,0.45866004,0.4560931,0.9019926
-17.957794,0.36187828,0.39721194,0.4032637,0.89275384
-17.496552,0.38938403,0.46947113,0.46953586,0.64871883
-17.93021,0.36560413,0.39348245,0.39911985,1.1634811
-17.959492,0.36954176,0.44100165,0.4435968,0.45202637
-18.211689,0.3627036,0.43936908,0.44092998,1.2368379
-18.59615,0.38454112,0.41621897,0.41449487,1.1126809
-17.661491,0.4031906,0.4384017,0.43693018,1.0820198
-17.626278,0.3701171,0.44206843,0.4438703,1.3453853
-17.297356,0.3769444,0.45008382,0.45033672,1.2572666
-17.015738,0.38155273,0.47313794,0.471337,0.9414846
-17.598248,0.41098848,0.4839914,0.48318037,0.52221435
-17.530144,0.41896534,0.46702862,0.47392178,0.43562055
-17.063532,0.3238799,0.41524327,0.42148495,2.0465589
-17.164734,0.37438187,0.48313442,0.48720905,1.065198
-17.19456,0.36764595,0.47105762,0.46738228,0.60009044
-17.313631,0.3440617,0.40418664,0.4050573,1.4254745
-17.935196,0.37640592,0.43698308,0.43909213,0.6963172
-18.264975,0.4243109,0.48463884,0.488946,0.30139062
-20.560673,0.39893296,0.38339326,0.38627866,0.7056341
-18.574787,0.38760266,0.42605957,0.4318535,1.7261553
-19.984653,0.37453976,0.40798023,0.4071792,1.1705319
-17.416073,0.41585442,0.4356719,0.43505967,1.4372946
-16.572762,0.370651,0.44836357,0.4515017,1.3908195
-17.800652,0.4234065,0.48650983,0.49306205,0.45991108
-18.091465,0.44929266,0.5078595,0.51371497,0.22097614
-17.610518,0.33702847,0.42263487,0.42733124,0.99526495
-17.620266,0.38913545,0.5122647,0.51311636,0.5859408
-18.329348,0.38360688,0.4330691,0.42834678,0.965742
-17.271866,0.40472117,0.4529835,0.45149028,1.7732282
-18.590923,0.31020895,0.36794528,0.37089953,1.4371248
-16.939775,0.35447648,0.3969996,0.4005643,1.3726408
-17.896236,0.3557439,0.42919883,0.4333497,0.6969859
-18.523563,0.39486793,0.4446715,0.44223833,0.9432897
-17.154125,0.35711992,0.413427,0.41267845,1.67153
-18.694744,0.38939917,0.41523084,0.4187207,0.8993188
-18.521305,0.4277885,0.47625783,0.47646812,0.4660097
-16.337557,0.41800365,0.49428174,0.49437705,1.0290226
-19.087292,0.46633205,0.47051832,0.468106,0.80405647
-16.82526,0.34103298,0.43765414,0.43685248,2.0776806
-17.5946,0.40145662,0.4083394,0.40998378,1.7156892
-17.289343,0.41764536,0.49509314,0.48897144,0.885329
-17.396273,0.38451156,0.40605545,0.4122009,1.4836797
-18.071571,0.37712273,0.39744863,0.4031694,1.3163102
-17.212173,0.41397604,0.4663162,0.46225157,0.9116345
-17.453337,0.3632795,0.43777588,0.43947205,1.1217
-18.026688,0.4627937,0.47740588,0.477214,0.44294822
-17.586052,0.36253068,0.41964456,0.42020223,1.0183568
-16.620005,0.41689977,0.4634621,0.4714274,0.83478546
-17.729898,0.4249345,0.5208432,0.52606755,0.50948226
-16.747236,0.36813495,0.43612,0.44105792,0.75560915
-18.513126,0.38351855,0.45020184,0.4541162,1.2721099
-18.10598,0.3810513,0.4394405,0.4413648,2.0594683
-18.042133,0.44351158,0.44043198,0.44133076,1.3267214
-19.894882,0.4119661,0.41673842,0.41677436,1.1695966
-17.667274,0.38498494,0.4575552,0.4620149,0.75715065
-22.463087,0.35408363,0.49513343,0.49212375,0.20365466
-21.219738,0.3516656,0.46433535,0.46691093,0.28993827
-21.25266,0.3750063,0.49463382,0.49410763,0.52784926
-20.737692,0.394487,0.5196749,0.51765776,0.528543
-20.822289,0.38209668,0.51118606,0.5098854,0.35269797
-21.619991,0.35514918,0.47546124,0.47703257,0.17552531
-22.117846,0.3346037,0.46219245,0.45712435,0.3323307
-21.30338,0.3637289,0.47060338,0.46977225,0.43160877
-21.094805,0.387944,0.49903414,0.5008547,0.4696889
-20.977818,0.3509114,0.44282696,0.4437112,0.31058434
-21.049328,0.3637927,0.49983492,0.49781522,0.28994533
-23.549473,0.35383418,0.47629082,0.47400543,0.09547773
-22.016619,0.34534094,0.47341856,0.47328675,0.30189598
-22.187145,0.31742176,0.43884304,0.4334245,0.52225095
-21.252537,0.3832142,0.49419543,0.4943874,0.4203726
-20.969608,0.35533926,0.4777036,0.47514808,0.38552046
-22.481966,0.34770134,0.42533314,0.43236205,0.39053553
-20.87833,0.3621978,0.48048666,0.47606567,0.27615833
-21.056126,0.35219398,0.48387697,0.4838619,0.14897782
-21.455854,0.41196564,0.55349,0.54858625,0.17561002
-17.06181,0.36948502,0.47991168,0.477139,1.4016373
-23.22438,0.33018145,0.44108835,0.43915275,0.47051746
-22.793108,0.34527397,0.48148203,0.47922432,0.25158578
-21.737652,0.37218058,0.49896625,0.50053453,0.26964825
-21.19309,0.37767193,0.47550273,0.4745107,0.30718115
-23.212349,0.38161013,0.5188299,0.5206118,0.28175324
-20.72803,0.36291134,0.47353056,0.4693675,0.44561094
-22.759794,0.2956071,0.41233024,0.41244125,0.41054195
-20.578907,0.35735536,0.4867024,0.482711,0.602342
-22.376333,0.35889253,0.48774278,0.48710296,0.27718973
-21.113062,0.33699772,0.4503117,0.44141507,0.50397944
-22.73766,0.31312576,0.4493644,0.45597723,0.35038537
-22.57761,0.33009785,0.44415867,0.44695902,0.51532316
-22.914118,0.35035965,0.48902988,0.49098304,0.38850343
-21.914507,0.29485315,0.44621548,0.44388235,0.5853015
-22.523664,0.2896084,0.41453698,0.4131471,0.6100216
-21.709269,0.36995363,0.502762,0.5025533,0.44029704
-21.51716,0.3506613,0.4592001,0.4630843,0.39067578
-21.500877,0.36169854,0.49518743,0.4958987,0.43745658
-21.53625,0.330309,0.44383296,0.44860145,0.32753575
-21.159733,0.3683261,0.49277043,0.49255165,0.24826336
-21.86127,0.3338621,0.45962524,0.46175393,0.25450805
-22.352257,0.37549508,0.48779058,0.48255405,0.27840978
-22.198788,0.34944665,0.4519391,0.4520645,0.27372134
-20.327877,0.35681018,0.46121287,0.46007562,0.47529072
-21.40424,0.3479075,0.47233272,0.47753668,0.32228062
-22.67299,0.37266874,0.49560925,0.4937906,0.3365667
-22.420584,0.37868166,0.5129087,0.51450473,0.31900245
-22.7968,0.4110376,0.540576,0.541313,0.32414037
-21.358646,0.3835893,0.49455073,0.4877467,0.43537804
-21.530912,0.3373352,0.4540029,0.45306513,0.4162222
-23.225168,0.3386102,0.4874891,0.49171802,0.2442898
-22.263206,0.33105204,0.47953427,0.47646213,0.24815726
-22.23556,0.36426666,0.497916,0.49963203,0.45724285
-21.189386,0.3701249,0.5164251,0.5151208,0.28985977
-22.922537,0.33069733,0.4605038,0.45946065,0.17299402
-22.832767,0.32134265,0.4375184,0.43932834,0.35085714
-21.77881,0.34070286,0.45773187,0.45291665,0.28180152
-22.509142,0.3346406,0.46026003,0.4642016,0.29294863
-20.120533,0.40218917,0.5572068,0.55408716,0.30871487
-21.645369,0.35062656,0.4831893,0.48593166,0.36788043
-21.352905,0.35482326,0.47855058,0.48011342,0.22062495
-20.88039,0.36239728,0.4847572,0.48466697,0.48167214
-22.408573,0.33923128,0.44514033,0.44915292,0.25906718
-22.070217,0.40151346,0.5352678,0.53746575,0.3398373
-21.829823,0.34137914,0.4619232,0.45482814,0.40959057
-21.075096,0.37395784,0.48918167,0.48662424,0.24750073
-21.870537,0.34554744,0.47676966,0.477134,0.57204276
-22.986557,0.3489608,0.456633,0.4562728,0.16993392
-21.271786,0.36849618,0.51813334,0.51827097,0.21892199
-22.117802,0.36149538,0.46572077,0.4675257,0.27220118
-22.161697,0.33540067,0.4630359,0.46539584,0.30505157
-21.83093,0.37397882,0.50929195,0.50841135,0.28483114
-21.865347,0.3507527,0.47440353,0.47913837,0.28641674
-20.810768,0.3123316,0.47537383,0.47495732,0.46411026
-22.865356,0.39298415,0.52744144,0.5294488,0.24344486
-22.413858,0.37489843,0.4945128,0.4971348,0.27461672
-21.87436,0.3680391,0.46822572,0.4658177,0.2177699
-21.193195,0.3666989,0.52821183,0.52989477,0.18467668
-20.944532,0.38016364,0.49250364,0.49244702,0.33857203
-20.856304,0.3715279,0.4920738,0.49292335,0.3280068
-22.565311,0.3348525,0.4616685,0.45985767,0.523204
-21.611519,0.3504945,0.48357844,0.4831884,0.31152493
-21.657347,0.3429388,0.4459386,0.448787,0.30045807
-21.464426,0.3483707,0.4724966,0.4736441,0.4256346
-21.964167,0.34470364,0.45633706,0.44980323,0.21597058
-21.373928,0.34298167,0.4691805,0.46748948,0.22219409
-20.847916,0.35252783,0.4904646,0.4912965,0.47555625
-21.584774,0.33226645,0.46887824,0.46917608,0.43354905
-22.908958,0.35545218,0.47927585,0.48259184,0.6914146
-22.573986,0.33066204,0.4451854,0.44396123,0.25461194
-21.85145,0.31396684,0.41129425,0.4062159,0.26179898
-22.37296,0.3473804,0.46119764,0.46329626,0.3758556
-20.801945,0.3701272,0.49201927,0.4932854,0.3858418
-22.041231,0.31819168,0.4342514,0.43746963,0.34709105
-21.812117,0.32403713,0.4482471,0.45033517,0.43021554
-21.84441,0.3692868,0.5076452,0.5059592,0.2896858
-22.53702,0.3448563,0.46110645,0.4585036,0.3949287
-19.995436,0.38345432,0.53487986,0.5374851,0.42560658
-21.035475,0.32100365,0.4437261,0.44177938,0.3058054
-22.797405,0.37342098,0.5239947,0.52583236,0.4649474
-21.208061,0.32762417,0.45579538,0.45220768,0.49494916
-20.58046,0.34751046,0.49101314,0.4912354,0.32643163
-23.773344,0.39504778,0.51509064,0.5103447,0.08240458
-21.265938,0.32663837,0.4534179,0.45094836,0.48590514
-21.41168,0.35678706,0.48258588,0.4808978,0.27501738
-23.073793,0.36722812,0.50436705,0.50437677,0.21665312
-22.173832,0.34765878,0.49377203,0.495944,0.28992268
-21.842155,0.33420622,0.44247293,0.43948355,0.34276885
-22.260511,0.3291189,0.44813642,0.4428394,0.25456768
-21.974579,0.3240876,0.43260154,0.42986956,0.15802185
-22.568722,0.2787275,0.41710535,0.41984153,0.5393201
-22.885597,0.3615631,0.46600905,0.46929947,0.5004816
-22.038118,0.38080835,0.4752771,0.47496462,0.22308592
-21.023994,0.3304531,0.47794536,0.48084235,0.39484763
-21.51212,0.34099945,0.42901635,0.42656925,0.34636652
-21.993921,0.33964825,0.4840585,0.4889935,0.2545174
